id	Industry_Vertical	SubVertical	City
10580355	Technology	Customer Engagement Platform	New Delhi
10581410	Technology	Hotel Management Solution	Kolkata
10581975	ECommerce	Organic Food eTailer	Bangalore
10582380	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10582418	Consumer Internet	Mortgage Offering Platform	Gurgaon
10582525	Consumer Internet	Mortgage Offering Platform	Gurgaon
10582537	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10582618	Technology	Next Generation in-building connectivity	Bangalore
10582701			
10583203	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10583243	Finance	Social Business Incubator & Fund	Chennai
10583489	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10583547	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10583588	Consumer Internet	Rental Bike Aggregator App	Noida
10583692	Consumer Internet	on-demand concierge services	Gurgaon
10583799	Consumer Internet	Online Furniture Customization platform	Bangalore
10585826	Consumer Internet	Cloud Mobility Solutions	Mumbai
10586414	Technology	Mobile & Cloud based App developer	New Delhi
10586741	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10586935	Consumer Internet	Smart Parking Platform	New Delhi
10587170	Education	School Student admissions platform	New Delhi
10587451	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10587880	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10588074	Technology	Mobile & Cloud based App developer	New Delhi
10588745	ECommerce	Online Jewellery etailer	Bangalore
10589366	Consumer Internet	Casual Gaming platform	New Delhi
10589372	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10589616	Education	Children Education & Information platform	Gurgaon
10590077	Consumer Internet	SME Online Buying Hub	Gurgaon
10590228	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10590442	Technology	Customer Engagement Platform	New Delhi
10590535	Technology	Car Rental Software Solutions	Noida
10591000	Education	Children Education & Information platform	Gurgaon
10591251	ECommerce	Home D?cor Product etailer	New Delhi
10591676	ECommerce	Online Pet Store	Gurgaon
10591816	Technology	Decision Sciences Analytics Solutions	Bangalore
10592121	Technology	Hotel Management Solution	Kolkata
10592736	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10593030	Finance	Social Business Incubator & Fund	Chennai
10593297	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10593324	Consumer Internet	Parenting Mobile App	New Delhi
10593631	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10593667	Consumer Internet	Mobile balance Checking App	Gurgaon
10593762	Technology	Decision Sciences Analytics Solutions	Bangalore
10594356	Technology	Online Tutorial Marketplace	Bangalore
10595071	Consumer Internet	Live Online Coaching Classes	New Delhi
10596048	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10596254	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10597597	Consumer Internet	Mobile app based Job Search	Noida
10597738	Technology	Decision Sciences Analytics Solutions	Bangalore
10598241	Consumer Interne	Medical Video Consultation platform	Bangalore
10599044	eCommerce	Online Marketplace	Bangalore
10599126	Consumer Internet	Deal Discovery App	Bangalore
10599807	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10599967	Consumer Internet	Deal Discovery App	Bangalore
10599986	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10600166	Consumer Internet	Online Education Portal	Gurgaon
10600483	ECommerce	Mobile Accessories etailer	New Delhi
10600814	Consumer Internet	Crowd Funding Platform	New Delhi
10601038	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10601163	Consumer Internet	Mortgage Offering Platform	Gurgaon
10602686	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10602775	Consumer Internet	inter-city cab aggregator	New Delhi
10602820	Consumer Internet	Automobile Service Booking App	Bangalore
10602912			
10602948	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10603466	Consumer Internet	First Aid care app	Gurgaon
10604678	Consumer Internet	inter-city cab aggregator	New Delhi
10607414	ECommerce	Home D?cor Product etailer	New Delhi
10607941	Consumer Internet	Crowd Funding Platform	New Delhi
10608494	Logistics	Online freight aggregator	Bangalore
10608588	ECommerce	B2B Marketplace for Distributors	Mumbai
10609717	Consumer Internet	SME Online Buying Hub	Gurgaon
10609954	Real Estate	Branded Workspaces Aggregator	Gurgaon
10610008	Consumer Internet	Fresh Food Delivery platform	Bangalore
10610610	Consumer Internet	Automobile Service Booking App	Bangalore
10611589	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10611725	ECommerce	Kids Focused eTailer	Pune
10611957	ECommerce	ECommerce Marketplace	Gurgaon
10612041	Finance	Online Lending	Pune
10612045	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10612762	Technology	Local language Mobile OS	Mumbai
10613493	Consumer Internet	Mobile app based Job Search	Noida
10614193	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10614381	Consumer Internet	Tech Enabler for Artists	Mumbai
10615227	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10616199	Technology	Medical Automation platform	Bangalore
10617035	Consumer Internet	Coupon & Cashback platform	Gurgaon
10617148	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10617281	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10617720	ECommerce	Online Rental Marketplace	Bangalore
10617732	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10618080	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10619157	Consumer Interne	Medical Video Consultation platform	Bangalore
10619343	Technology	TV to Mobile audience Platform	Gurgaon
10619624	ECommerce	Adult Products Etailers	New Delhi / US
10619918	Consumer Internet	Smart Parking Platform	New Delhi
10620945	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10621390	Consumer Interne	Medical Video Consultation platform	Bangalore
10622256	Technology	Connected Smart Home Solutions	Bangalore
10622411	Consumer Internet	on-demand concierge services	Gurgaon
10622710	Technology	Data Analytics platform	New Delhi
10622781	ECommerce	Mobile Accessories etailer	New Delhi
10622787	Technology	Data Analytics platform	New Delhi
10622867	Consumer Internet	Online Furniture Customization platform	Bangalore
10622909	ECommerce	Online Rental Marketplace	Bangalore
10623822	Consumer Internet	DIY event registration and ticketing portal	Pune
10624914	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10625032	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10625761	Education	College Education Portal	New Delhi
10625792	ECommerce	ECommerce Marketplace	Gurgaon
10625989	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10626001	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10626260	E-commerce	Retail	Delhi
10626442	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10627008	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10627729	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10628339	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10628466	Consumer Internet	healthcare aggregator platform	Mumbai
10628687	ECommerce	Online Jewellery etailer	Bangalore
10628773	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10629024	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10629046	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10629106	Consumer Internet	Food Delivery Platform	Hyderabad
10629334	Consumer Internet	on-demand concierge services	Gurgaon
10630619	Consumer Internet	Online Education Portal	Gurgaon
10632185	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10632904	Consumer Internet	Deal Discovery App	Bangalore
10633775	Healthcare	Professional Health Services Platform	Mumbai
10634098	Consumer Internet	Deal Discovery App	Bangalore
10634438	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10634760	Consumer Internet	Rental Bike Aggregator App	Noida
10634801	Consumer Internet	P2P Messaging Service	New Delhi
10635832	Consumer Internet	Educational College Search platform	New Delhi
10636102	Entertainment	Digital Entertainment for Children	Mumbai
10636486	Consumer Internet	Tech Enabler for Artists	Mumbai
10637316	Consumer Internet	Cloud Mobility Solutions	Mumbai
10637778	Technology	Home Automation & Security Solutions	Bangalore
10637828	Consumer Internet	Automobile Service Booking App	Bangalore
10638864	Technology	Online Tutorial Marketplace	Bangalore
10639185	Finance	Social Business Incubator & Fund	Chennai
10639352	Entertainment	Digital Entertainment for Children	Mumbai
10639555	Education	Child Disorder Information & Education	Bhopal
10639792	Consumer Internet	Parenting Mobile App	New Delhi
10640883	eCommerce	Online Marketplace	Bangalore
10641324	Technology	VR based Spiritual platform	Bangalore
10641865	ECommerce	Kids Focused eTailer	Pune
10642326	Technology	Home Automation & Security Solutions	Bangalore
10642402	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10642706	ECommerce	Kids Focused eTailer	Pune
10642776	Consumer Internet	Carpooling Mobile App	Gurgaon
10643434	Consumer Internet	Curated Platform for Developers	Hyderabad
10643544	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10644814	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10645349	Healthcare	Healthcare Product Manufacturer	Bangalore
10645565	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10646451	Technology	Online Tutorial Marketplace	Bangalore
10646785	ECommerce	Online Rental Marketplace	Bangalore
10647271	Technology	Home Automation & Security Solutions	Bangalore
10647514	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10647945	Technology	Online Tutorial Marketplace	Bangalore
10648131	Real Estate	Branded Workspaces Aggregator	Gurgaon
10648336	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10648425	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10648584	Finance	Online Lending	Pune
10648831	Consumer Internet	Mobile app based Job Search	Noida
10649171	Consumer Internet	Mobile app based Concierge Service	New Delhi
10649404	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10649462	Logistics	Online freight aggregator	Bangalore
10650569	Consumer Internet	Personal Finance Mobile App	Bangalore
10650666	Consumer Internet	Mobile based Referral Platform	Mumbai
10650941	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10651418	Consumer Internet	Interior Design Marketplace	New Delhi
10651898	Consumer Internet	on-demand concierge services	Gurgaon
10652757	Finance	Online Lending	Pune
10653165	Technology	Financial Technology Research Platform	Bangalore
10653342	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10653527	Education	Child Disorder Information & Education	Bhopal
10653779	Consumer Internet	Mobile Advertising App	Noida
10655284	Real Estate	Branded Workspaces Aggregator	Gurgaon
10655978	Consumer Internet	Ride Sharing platform	Bangalore
10656631	Technology	Next Generation in-building connectivity	Bangalore
10656699	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10656814	eCommerce	Online Marketplace	Bangalore
10657168	Consumer Internet	Crowd Funding Platform	New Delhi
10657298	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10657579	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10657980	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10658991	Education	Children Education & Information platform	Gurgaon
10659011	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10659452	Consumer Internet	Mortgage Offering Platform	Gurgaon
10659537	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10659879	Technology	Medical Devices	Surat
10659948	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10660243	Finance	Social Business Incubator & Fund	Chennai
10660411	Consumer Internet	Carpooling Mobile App	Gurgaon
10660582	Consumer Internet	Parenting Social Network	Bangalore
10660723	Consumer Internet	Party Hall Booking platform	Bangalore
10660884	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10661675	Technology	Online Tutorial Marketplace	Bangalore
10663485	Consumer Internet	Smart Parking Platform	New Delhi
10663753	Consumer Internet	Mobile based Referral Platform	Mumbai
10663757	ECommerce	Online Jewellery etailer	Bangalore
10664206	Consumer Internet	Personal Finance Mobile App	Bangalore
10664373	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10665013	ECommerce	Adult Products Etailers	New Delhi / US
10665175	ECommerce	Adult Products Etailers	New Delhi / US
10665198	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10666058	Consumer Internet	Online Furniture Customization platform	Bangalore
10666440	Technology	Local language Mobile OS	Mumbai
10666698	Consumer Internet	Online insurance policy aggregator	Noida
10666773	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10667321	Consumer Internet	Crowd Funding Platform	New Delhi
10667361	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10667420	Consumer Internet	Coupon & Cashback platform	Gurgaon
10667916	Education	Children Education & Information platform	Gurgaon
10668089			
10668591	Technology	Electronic Payments Solution Company	Mumbai
10668878	Technology	Data Analytics platform	New Delhi
10669277	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10669683	Consumer Internet	Live Online Coaching Classes	New Delhi
10670010	Consumer Internet	Educational College Search platform	New Delhi
10670705	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10670945	ECommerce	B2B Marketplace for Distributors	Mumbai
10671006	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10672239	Consumer Internet	Photo Sharing for Groups	Bangalore
10672635	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10672816	Consumer Internet	Coupon & Cashback platform	Gurgaon
10672916	Consumer Internet	Mobile based Referral Platform	Mumbai
10673010	Consumer Internet	Online Furniture Customization platform	Bangalore
10673155	ECommerce	Online platform for Higher Education Services	New Delhi
10673862	Consumer Internet	Food Ordering Mobile App	Hyderabad
10674470	ECommerce	Home D?cor Product etailer	New Delhi
10674482	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10675586			
10678644	Technology	Local language Mobile OS	Mumbai
10679416	Consumer Internet	Mobile based Referral Platform	Mumbai
10679608	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10679674	Consumer Internet	Coupon & Cashback platform	Gurgaon
10680003	Finance	Startup Crowd-funding platform	Mumbai
10680055	Consumer Internet	Mobile balance Checking App	Gurgaon
10680166	Consumer Interne	Medical Video Consultation platform	Bangalore
10680364	Finance	Online Lending	Ahmedabad
10680445	Healthcare	Weigh Loss Coaching	Mumbai
10681007	Consumer Internet	Live Online Coaching Classes	New Delhi
10681415	Healthcare	Weigh Loss Coaching	Mumbai
10681936	Consumer Internet	Automobile Service Booking App	Bangalore
10682532	Technology	Car Rental Software Solutions	Noida
10682625	Consumer Internet	Online Education Portal	Gurgaon
10682641	Consumer Interne	Medical Video Consultation platform	Bangalore
10682747	E-commerce	Food and Beverages	Bengaluru
10682985	Consumer Internet	Mobile based Referral Platform	Mumbai
10683083	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10683260	Consumer Internet	P2P Messaging Service	New Delhi
10683339	ECommerce	Kids Focused eTailer	Pune
10683363	Consumer Internet	Mobile Advertising App	Noida
10683655	Consumer Internet	Personal Finance Mobile App	Bangalore
10683737	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10684066	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10684558	ECommerce	Mobile Accessories etailer	New Delhi
10685056	Technology	TV to Mobile audience Platform	Gurgaon
10685246	Finance	Startup Crowd-funding platform	Mumbai
10685591	Consumer Internet	Mobile Advertising App	Noida
10685741	ECommerce	ECommerce Marketplace	Gurgaon
10685875	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10686165	ECommerce	Online platform for Higher Education Services	New Delhi
10687084	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10689073	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10689188	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10689546	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10690481	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10690806	Consumer Internet	Fresh Food Delivery platform	Bangalore
10691126	Healthcare	Medical Tourism platform	Pune
10691443	Consumer Internet	Mortgage Offering Platform	Gurgaon
10691799	Finance	Online Lending	Ahmedabad
10691854	Consumer Internet	First Aid care app	Gurgaon
10691865	Technology	Personal Assistant	Bengaluru
10693166	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10693342	E-commerce	Retail	Delhi
10693488	ECommerce	B2B Marketplace for Distributors	Mumbai
10694609	Consumer Internet	Hobby & Activity Class Aggregator	Mumbai
10695070	Technology	Electronic Payments Solution Company	Mumbai
10695277	Consumer Internet	Smart Parking Platform	New Delhi
10695693	Technology	Next Generation in-building connectivity	Bangalore
10695707	Consumer Internet	inter-city cab aggregator	New Delhi
10696536	Technology	TV to Mobile audience Platform	Gurgaon
10696961	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10697262	ECommerce	Construction Material Marketplace	Bangalore
10697730	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10698411	ECommerce	Specialty Tea ETailer	Siliguri
10698437	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10698685	Technology	Real time data analytics & reporting	Bangalore
10698925	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10699530	Education	Child Disorder Information & Education	Bhopal
10699989	Technology	Local language Mobile OS	Mumbai
10700440	ECommerce	Organic Food eTailer	Bangalore
10700848	Technology	Expense Management Solution	Bangalore
10701772	Technology	Hotel Management Solution	Kolkata
10703253	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10703470	Finance	Startup Crowd-funding platform	Mumbai
10703575	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10704574	Technology	Home Automation & Security Solutions	Bangalore
10704651	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10704679	Consumer Internet	Mobile based Referral Platform	Mumbai
10705145	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10705251	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10705270	Education	Career Planning and Education Advisory Platform	Mumbai
10705659	Consumer Internet	Online Education Portal	Gurgaon
10706025	Consumer Internet	Food Ordering Mobile App	Hyderabad
10706616	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10707326	Education	School Student admissions platform	New Delhi
10707778	Consumer Internet	Rental Bike Aggregator App	Noida
10709203	Consumer Internet	Online insurance policy aggregator	Noida
10709447	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10709560	ECommerce	Online Pet Store	Gurgaon
10709758	Consumer Internet	Online Counselling Platform	Mumbai
10710047	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10710858	Consumer Internet	SME Online Buying Hub	Gurgaon
10711305	Education	Children Education & Information platform	Gurgaon
10711491	ECommerce	Online Food Delivery Platform	Bangalore
10711669	Education	School Student admissions platform	New Delhi
10711979	eCommerce	Solution provider for pet needs	Mumbai
10712076	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10712651	Finance	Online Lending	Pune
10712728	Technology	Medical Devices	Surat
10713704	Education	Mobile Based Education platform	Jaipur
10713800	Consumer Interne	Medical Video Consultation platform	Bangalore
10714915	Technology	Data Analytics platform	New Delhi
10714917	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10715253	Technology	Enterprise Cloud Based Data Processing	Bangalore
10715345	Food & Beverage	Craft Beer manufacturing company	New Delhi
10715355	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10715790	Education	School Student admissions platform	New Delhi
10716620	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10717157	Consumer Internet	Mobile Advertising App	Noida
10717436	Consumer Internet	Parenting Mobile App	New Delhi
10717642	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10718321	ECommerce	Construction Material ETailer	Gurgaon
10718859	ECommerce	Construction Material Marketplace	Bangalore
10719645	Education	Mobile Based Education platform	Jaipur
10720147	Consumer Internet	Mobile based Referral Platform	Mumbai
10720564	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10721853	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10722016	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10722177	Healthcare	Weigh Loss Coaching	Mumbai
10722204	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10722261	ECommerce	Online Food Delivery Platform	Bangalore
10722304	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10723284	ECommerce	Mobile Accessories etailer	New Delhi
10723988	Healthcare	Medical Tourism platform	Pune
10724706	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10724960	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10725629	Technology	Customer Engagement Platform	New Delhi
10726175	Technology	Local language Mobile OS	Mumbai
10727801	Consumer Internet	Online travel agent marketplace	Noida
10727802	ECommerce	Construction Material Marketplace	Bangalore
10729107	Consumer Internet	Educational College Search platform	New Delhi
10729271	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10729678	Consumer Internet	Party Hall Booking platform	Bangalore
10729876	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10730106	Technology	Next Generation in-building connectivity	Bangalore
10730268	Consumer Internet	inter-city cab aggregator	New Delhi
10730689	Technology	Hotel Management Solution	Kolkata
10730857	Consumer Internet	Online Counselling Platform	Mumbai
10730885	ECommerce	Women Fashion Portal	Bangalore
10731166	Technology	Data Intelligence & Analytics	Hyderabad
10731939			
10732622	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10733751	Technology	Hotel Management Solution	Kolkata
10734357	Technology	Home Automation & Security Solutions	Bangalore
10734546	Technology	Home Automation & Security Solutions	Bangalore
10734707	Consumer Internet	Indians focused Matchmaking App	Bangalore
10735146	Consumer Internet	Auto Classifieds Portal	Mumbai
10735244	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10735583	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10736245	Consumer Internet	inter-city cab aggregator	New Delhi
10736370	Education	Career Planning and Education Advisory Platform	Mumbai
10737142	Consumer Internet	Interior Design Marketplace	New Delhi
10737226	Consumer Internet	Mobile balance Checking App	Gurgaon
10737575	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10738190	Technology	Home Automation & Security Solutions	Bangalore
10738278	Consumer Internet	Food Ordering Mobile App	Hyderabad
10738280	ECommerce	Organic Food eTailer	Bangalore
10738478	Finance	Social Business Incubator & Fund	Chennai
10738637	Consumer Internet	inter-city cab aggregator	New Delhi
10738728	Technology	Online Tutorial Marketplace	Bangalore
10738789	Technology	Expense Management Solution	Bangalore
10739322	Technology	Mobile & Cloud based App developer	New Delhi
10739718	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10740478	Consumer Internet	Personal Finance Mobile App	Bangalore
10740776	Healthcare	Salons & Spa Chain	Gurgaon
10740779	Consumer Internet	Automobile Classifieds Portal	Mumbai
10740900	Consumer Internet	Online travel agent marketplace	Noida
10741471	Technology	Connected Smart Home Solutions	Bangalore
10741491	Consumer Internet	Photo Sharing for Groups	Bangalore
10741561	Real Estate	Branded Workspaces Aggregator	Gurgaon
10742176	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10743341	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10743485	Consumer Internet	Interior Design Marketplace	New Delhi
10743907	Logistics	Online freight aggregator	Bangalore
10744030	ECommerce	Specialty Tea ETailer	Siliguri
10744436	Education	Career Planning and Education Advisory Platform	Mumbai
10744604	Consumer Internet	Mobile based Referral Platform	Mumbai
10744651	Finance	Agricultural Loan	Chennai
10744763	Technology	Enterprise Cloud Based Data Processing	Bangalore
10745766	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10747480	Food & Beverage	Craft Beer manufacturing company	New Delhi
10747667	Consumer Internet	Parenting Social Network	Bangalore
10747815	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10748403	ECommerce	Online marketplace for cars	Mumbai
10748581	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10748651	Consumer Internet	Mortgage Offering Platform	Gurgaon
10748916	Technology	Connected Smart Home Solutions	Bangalore
10749180	Finance	Social Business Incubator & Fund	Chennai
10750108	ECommerce	Specialty Tea ETailer	Siliguri
10750174	Consumer Internet	inter-city cab aggregator	New Delhi
10750187			
10750531	ECommerce	Construction Material Marketplace	Bangalore
10751217	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10751394	Finance	Startup Crowd-funding platform	Mumbai
10751595	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10752155	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10752249	E-commerce	Food and Beverages	Bengaluru
10752350	Consumer Internet	Indians focused Matchmaking App	Bangalore
10752592	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10753174	Consumer Internet	Online match-making app	Bangalore
10753512	Consumer Internet	Parenting Mobile App	New Delhi
10753539	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10753896	Food & Beverage	Craft Beer manufacturing company	New Delhi
10754733	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10755730	Consumer Internet	Educational College Search platform	New Delhi
10756243	Consumer Internet	Ride Sharing platform	Bangalore
10758577	Consumer Internet	Crowd Funding Platform	New Delhi
10759063	ECommerce	Online platform for Higher Education Services	New Delhi
10759477	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10760028	Technology	Online Tutorial Marketplace	Bangalore
10760105	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10760294	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10761083	Education	Career Planning and Education Advisory Platform	Mumbai
10761183	Consumer Internet	Mobile balance Checking App	Gurgaon
10761480			
10761594	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10761786	Technology	Financial Technology Research Platform	Bangalore
10761852	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10762295	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10762956	Technology	Real time data analytics & reporting	Bangalore
10763672	Healthcare	Professional Health Services Platform	Mumbai
10763756	Consumer Internet	Party Hall Booking platform	Bangalore
10763816	Consumer Internet	Online Furniture Customization platform	Bangalore
10764031	Technology	Expense Management Solution	Bangalore
10764623			
10764650	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10764657	Healthcare	Healthcare Product Manufacturer	Bangalore
10765144	Healthcare	Medical Tourism platform	Pune
10765348	Healthcare	Weigh Loss Coaching	Mumbai
10765788	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10765950	Healthcare	Healthcare Product Manufacturer	Bangalore
10766245	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10766481	ECommerce	B2B Marketplace for Distributors	Mumbai
10766521	Technology	Next Generation in-building connectivity	Bangalore
10766839	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10767357	Consumer Internet	inter-city cab aggregator	New Delhi
10768124	Consumer Internet	Crowd Funding Platform	New Delhi
10768166	Consumer Internet	Coupon & Cashback platform	Gurgaon
10768762	Consumer Internet	Online Fantasy Games	Mumbai
10768848	ECommerce	Online Grocery Store	Bangalore
10768896	ECommerce	B2B Marketplace for Distributors	Mumbai
10769253	Consumer Internet	Coupon & Cashback platform	Gurgaon
10769446	Technology	Car Rental Software Solutions	Noida
10769486	Education	Mobile Based Education platform	Jaipur
10770061	Technology	Enterprise Cloud Based Data Processing	Bangalore
10770247	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10770693	Education	Children Education & Information platform	Gurgaon
10771375	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10771404	ECommerce	Home D?cor Product etailer	New Delhi
10771909	ECommerce	Organic Food eTailer	Bangalore
10772839	Technology	Car Rental Software Solutions	Noida
10773313	Consumer Internet	DIY event registration and ticketing portal	Pune
10773915	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10774509	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10774573	Consumer Internet	Rental Bike Aggregator App	Noida
10775194	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10775707	Technology	Connected Smart Home Solutions	Bangalore
