id,Year_of_Start,Empl_Cnt_Y1,InvestmentType,Invest_1st_Q_S,Industry_Vertical,SubVertical,City,OperationalDimension,IndustryPerformance,CompetitiveLandscape,CustomerDimension,MarketDimension,ManamgementDimension,StrategicDimenision,FinanceDimension,HRDimension,status
10514787,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Weigh Loss Coaching,Mumbai,6.0,Low,High,6.0,4.0,5,6,5.0,6.0,1.0
10982892,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,6.0,Low,High,7.0,4.0,6,7,7.0,3.0,1.0
10718859,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,Construction Material Marketplace,Bangalore,6.0,Medium,High,7.0,7.0,5,7,7.0,5.0,1.0
10943117,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Carpooling Mobile App,Gurgaon,5.0,High,High,6.0,6.0,7,6,6.0,6.0,1.0
10685056,2016,10-25,Private Equity,2 - 5 Crores,Technology,TV to Mobile audience Platform,Gurgaon,7.0,Medium,High,7.0,6.0,4,6,7.0,6.0,1.0
10310483,2015,Above 25,Private Equity,5 Crore and Above,Healthcare,Healthcare Product Manufacturer,Bangalore,5.0,High,High,6.0,6.0,7,5,6.0,3.0,1.0
10309744,2014,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,7.0,Low,High,7.0,7.0,5,8,6.0,6.0,1.0
10098245,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Party Hall Booking platform,Bangalore,7.0,Low,High,6.0,6.0,7,5,5.0,3.0,1.0
10821834,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,healthcare aggregator platform,Mumbai,5.0,Low,High,7.0,5.0,6,6,7.0,4.0,1.0
10881046,2016,10-25,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Mobile app based Job Search,Noida,7.0,Low,High,4.0,6.0,7,8,6.0,5.0,1.0
10114603,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,5.0,Low,High,4.0,5.0,7,6,5.0,3.0,1.0
10051315,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Dating & Singles Chat Platform,Mumbai,5.0,Medium,Medium,5.0,7.0,5,6,4.0,6.0,1.0
10717642,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,SAAS DIY? ECommerce Platform,New Delhi,5.0,Medium,High,5.0,6.0,5,8,5.0,4.0,1.0
10053347,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online/Mobile food ordering platform,Bangalore,7.0,Medium,High,4.0,6.0,7,8,6.0,3.0,1.0
10993241,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Parenting Social Network,Bangalore,6.0,High,High,5.0,6.0,5,8,6.0,5.0,1.0
10893370,2015,Below 10,Private Equity,60-80 Lacs,Consumer Internet,Coupon & Cashback platform,Gurgaon,7.0,Low,High,6.0,6.0,4,7,4.0,5.0,1.0
10833506,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Casual Gaming platform,New Delhi,5.0,Medium,High,7.0,6.0,6,6,7.0,4.0,1.0
10818492,2016,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Mobile Accessories etailer,New Delhi,5.0,High,High,4.0,7.0,5,5,7.0,4.0,1.0
10666440,2014,Above 25,Private Equity,5 Crore and Above,Technology,Local language Mobile OS,Mumbai,6.0,Low,High,4.0,4.0,7,5,5.0,3.0,1.0
10635832,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Educational College Search platform,New Delhi,5.0,Low,High,4.0,6.0,4,8,5.0,4.0,1.0
10061037,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Finance,Social Business Incubator & Fund,Chennai,5.0,High,High,4.0,7.0,4,6,4.0,5.0,1.0
10421854,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Budget Accomodation Aggregator,New Delhi,5.0,Medium,High,4.0,6.0,6,5,6.0,3.0,1.0
10438938,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Industrial Goods Marketplace,New Delhi,6.0,Low,High,7.0,7.0,6,5,7.0,4.0,1.0
10015717,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Marketplace for Distributors,Mumbai,6.0,Low,Low,7.0,7.0,5,8,6.0,3.0,0.0
10954432,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,Adult Products Etailers,New Delhi / US,7.0,Low,Low,6.0,6.0,6,8,6.0,4.0,0.0
10579577,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Social Meeting organizer App,Mumbai / UK,5.0,Low,Low,6.0,5.0,4,8,7.0,5.0,0.0
10321851,2015,Above 25,Debt Funding,5 Crore and Above,Healthcare,Women Hygiene Product Manufacturer,Mumbai,7.0,Low,Low,5.0,6.0,6,5,5.0,3.0,0.0
10642706,2015,Below 10,Seed/Angel Funding,40-60 Lacs,ECommerce,Kids Focused eTailer,Pune,5.0,Low,Low,4.0,7.0,6,7,7.0,5.0,0.0
10650569,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Personal Finance Mobile App,Bangalore,6.0,Low,Low,7.0,7.0,4,5,6.0,6.0,0.0
10093246,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online insurance policy aggregator,Noida,7.0,Low,Low,5.0,7.0,4,7,5.0,3.0,0.0
10063350,2015,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Online Real Estate Portal,Mumbai,5.0,Low,Low,6.0,6.0,5,7,5.0,6.0,0.0
10360103,2014,10-25,Private Equity,2 - 5 Crores,Technology,Smartphone OS Developer,Bangalore,6.0,Low,Low,4.0,6.0,4,6,5.0,6.0,0.0
10205425,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,6.0,Low,Low,7.0,4.0,5,6,7.0,6.0,0.0
10950327,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Deal Discovery App,Bangalore,5.0,High,Low,5.0,4.0,7,7,7.0,3.0,0.0
10492007,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,7.0,Low,Low,5.0,6.0,6,7,7.0,5.0,0.0
10622411,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,on-demand concierge services,Gurgaon,6.0,Medium,Low,7.0,6.0,5,5,4.0,5.0,1.0
10986461,2016,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,5.0,Low,Low,4.0,6.0,5,8,4.0,5.0,1.0
10738190,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Home Automation & Security Solutions,Bangalore,6.0,High,Low,5.0,7.0,7,6,6.0,4.0,1.0
10231730,2014,Below 10,Private Equity,1 - 2 Crores,Technology,Electronic Payments Solution Company,Mumbai,6.0,Medium,Low,7.0,6.0,6,7,5.0,6.0,1.0
10563235,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Enterprise Cloud Based Data Processing,Bangalore,7.0,High,Low,7.0,7.0,6,8,4.0,3.0,1.0
10976020,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Salons & Spa Chain,Gurgaon,5.0,Low,High,6.0,6.0,6,7,4.0,4.0,1.0
10820163,2016,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Photography curation & Aggregator platform,Mumbai,5.0,Low,High,7.0,7.0,7,6,6.0,5.0,1.0
10061569,2015,10-25,Private Equity,1 - 2 Crores,Consumer Internet,SME Online Buying Hub,Gurgaon,5.0,Low,High,5.0,5.0,6,6,7.0,4.0,1.0
10607414,2014,10-25,Private Equity,1 - 2 Crores,ECommerce,Home D?cor Product etailer,New Delhi,5.0,Low,High,6.0,4.0,5,7,7.0,6.0,1.0
10410260,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Specialty Tea ETailer,Siliguri,6.0,Low,High,5.0,6.0,7,5,4.0,6.0,1.0
10577136,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Construction Material ETailer,Gurgaon,6.0,Medium,Medium,4.0,7.0,6,6,6.0,3.0,1.0
10500682,2015,Above 25,Debt Funding,5 Crore and Above,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,7.0,Medium,Medium,4.0,5.0,6,7,4.0,6.0,1.0
10448243,2014,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Rental Marketplace,Bangalore,6.0,Medium,High,5.0,6.0,6,5,6.0,5.0,1.0
10731166,2015,Above 25,Private Equity,5 Crore and Above,Technology,Data Intelligence & Analytics,Hyderabad,6.0,Medium,High,7.0,6.0,4,7,5.0,6.0,1.0
10912901,2014,10-25,Angel / Seed Funding,1 - 2 Crores,FMCG,Vegetables & Fruits Supply Chain,Mumbai,5.0,Low,High,4.0,5.0,7,5,6.0,4.0,1.0
10900811,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Interne,Medical Video Consultation platform,Bangalore,5.0,Low,High,5.0,7.0,5,8,4.0,5.0,1.0
10775707,2014,Below 10,Private Equity,60-80 Lacs,Technology,Connected Smart Home Solutions,Bangalore,6.0,Low,High,7.0,5.0,7,5,4.0,6.0,1.0
10600814,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Crowd Funding Platform,New Delhi,5.0,Medium,High,5.0,7.0,4,8,4.0,3.0,1.0
10142695,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,7.0,Low,High,6.0,6.0,6,8,4.0,3.0,1.0
10815791,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Rental Bike Aggregator App,Noida,7.0,High,High,7.0,4.0,7,7,4.0,4.0,1.0
10478647,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Indians focused Matchmaking App,Bangalore,5.0,Medium,High,7.0,7.0,7,7,,,1.0
10800648,2014,10-25,Angel / Seed Funding,2 - 5 Crores,Technology,Mobile App Analytics,Mumbai,6.0,High,High,5.0,5.0,4,5,5.0,4.0,1.0
10813273,2015,Above 25,Private,5 Crore and Above,Finance,Online Lending,Pune,5.0,High,High,4.0,6.0,7,7,7.0,5.0,1.0
10955253,2014,Above 25,Angel / Seed Funding,5 Crore and Above,E-commerce,Food and Beverages,Bengaluru,6.0,Low,High,7.0,6.0,6,5,7.0,4.0,1.0
10403844,2015,Above 25,Angel / Seed Funding,5 Crore and Above,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,6.0,Low,High,4.0,5.0,5,5,6.0,6.0,1.0
10691799,2015,10-25,Debt Funding,1 - 2 Crores,Finance,Online Lending,Ahmedabad,7.0,High,High,4.0,6.0,7,8,6.0,3.0,1.0
10547285,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Entertainment,Digital Entertainment for Children,Mumbai,5.0,Medium,High,6.0,5.0,7,6,5.0,5.0,1.0
10579034,2016,Above 25,Private Equity,5 Crore and Above,Technology,Personal Assistant,Bengaluru,7.0,Low,High,6.0,4.0,6,7,6.0,3.0,1.0
10819381,2015,Above 25,Private Equity,5 Crore and Above,E-commerce,Retail,Delhi,7.0,Low,High,4.0,6.0,6,7,5.0,4.0,1.0
10316104,2016,Above 25,Private Equity,5 Crore and Above,Finance,Agricultural Loan,Chennai,7.0,Low,High,4.0,5.0,4,8,5.0,5.0,1.0
10115933,2015,Above 25,Private Equity,5 Crore and Above,Technology,Medical Devices,Surat,5.0,Low,High,4.0,4.0,4,6,4.0,6.0,1.0
10738728,2015,10-25,Angel / Seed Funding,2 - 5 Crores,Technology,Online Tutorial Marketplace,Bangalore,7.0,Low,High,6.0,5.0,7,8,6.0,5.0,1.0
10496132,2015,Above 25,Debt Funding,5 Crore and Above,Technology,Aadhaar-based API provider,Pune,6.0,Low,High,6.0,4.0,6,6,6.0,6.0,1.0
10038683,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Grocery Store,Bangalore,7.0,Low,High,7.0,5.0,5,8,6.0,5.0,1.0
10031983,2016,Above 25,Private Equity,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,7.0,High,High,6.0,6.0,5,7,7.0,3.0,1.0
10195437,2014,Below 10,Private Equity,1 - 2 Crores,Consumer Internet,Online Fantasy Games,Mumbai,7.0,Low,High,7.0,5.0,4,7,4.0,4.0,1.0
10199262,2014,Above 25,Private Equity,5 Crore and Above,Technology,VR based Spiritual platform,Bangalore,5.0,High,High,4.0,5.0,6,8,5.0,5.0,1.0
10874112,2014,Above 25,Private Equity,5 Crore and Above,Technology,Real time data analytics & reporting,Bangalore,6.0,Medium,High,4.0,7.0,4,5,5.0,6.0,1.0
10653165,2014,Above 25,Private Equity,5 Crore and Above,Technology,Financial Technology Research Platform,Bangalore,5.0,Low,High,7.0,4.0,5,7,4.0,4.0,1.0
10686165,2014,Above 25,Angel / Seed Funding,5 Crore and Above,ECommerce,Online platform for Higher Education Services,New Delhi,7.0,High,High,5.0,6.0,5,8,5.0,6.0,1.0
10580355,2014,10-25,Debt Funding,2 - 5 Crores,Technology,Customer Engagement Platform,New Delhi,5.0,Low,High,5.0,7.0,7,7,4.0,6.0,1.0
10471997,2015,10-25,Angel / Seed Funding,2 - 5 Crores,Technology,Mobile App Analytics,Mumbai,5.0,Medium,High,6.0,5.0,6,5,7.0,5.0,1.0
10612041,2016,10-25,Private,2 - 5 Crores,Finance,Online Lending,Pune,7.0,High,High,5.0,6.0,7,6,5.0,3.0,1.0
10752249,2014,Above 25,Angel / Seed Funding,5 Crore and Above,E-commerce,Food and Beverages,Bengaluru,5.0,Low,High,5.0,4.0,5,7,5.0,3.0,1.0
10669277,2016,Above 25,Angel / Seed Funding,5 Crore and Above,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,6.0,Low,High,4.0,7.0,5,7,6.0,3.0,1.0
10680364,2014,10-25,Debt Funding,2 - 5 Crores,Finance,Online Lending,Ahmedabad,6.0,High,Medium,5.0,4.0,7,5,6.0,4.0,1.0
10858736,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Entertainment,Digital Entertainment for Children,Mumbai,5.0,Medium,Medium,6.0,6.0,4,6,7.0,3.0,1.0
10890685,2015,Above 25,Private Equity,5 Crore and Above,Technology,Personal Assistant,Bengaluru,7.0,Low,Medium,4.0,4.0,7,8,4.0,4.0,1.0
10693342,2015,Above 25,Private Equity,5 Crore and Above,E-commerce,Retail,Delhi,6.0,Low,Medium,6.0,4.0,5,5,6.0,4.0,1.0
10195332,2015,Above 25,Private Equity,5 Crore and Above,Finance,Agricultural Loan,Chennai,6.0,Low,Medium,7.0,5.0,4,8,7.0,6.0,1.0
10893223,2014,Above 25,Private Equity,5 Crore and Above,Technology,Medical Devices,Surat,7.0,Low,Medium,5.0,5.0,4,8,5.0,3.0,1.0
10647945,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,6.0,Low,Medium,7.0,7.0,5,6,5.0,3.0,1.0
10994485,2015,10-25,Debt Funding,2 - 5 Crores,Technology,Aadhaar-based API provider,Pune,6.0,Low,Medium,5.0,5.0,4,6,7.0,3.0,1.0
10945834,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Grocery Store,Bangalore,5.0,Low,Medium,4.0,5.0,5,7,7.0,5.0,1.0
10547385,2015,Above 25,Private Equity,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,5.0,Medium,Medium,7.0,5.0,5,8,4.0,6.0,1.0
10850217,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Fantasy Games,Mumbai,5.0,Low,Medium,4.0,4.0,7,7,5.0,4.0,1.0
10805290,2014,10-25,Private Equity,2 - 5 Crores,Technology,VR based Spiritual platform,Bangalore,5.0,Low,High,5.0,5.0,4,7,7.0,4.0,1.0
10276495,2015,Above 25,Private Equity,5 Crore and Above,Technology,Real time data analytics & reporting,Bangalore,6.0,Low,High,7.0,7.0,4,5,6.0,6.0,1.0
10125327,2014,Above 25,Private Equity,5 Crore and Above,E-commerce,Retail,Delhi,7.0,Low,High,4.0,7.0,5,7,4.0,6.0,1.0
10345394,2015,Above 25,Private Equity,5 Crore and Above,Finance,Agricultural Loan,Chennai,5.0,Medium,High,7.0,6.0,5,5,4.0,5.0,1.0
10659879,2015,Above 25,Private Equity,5 Crore and Above,Technology,Medical Devices,Surat,5.0,High,High,7.0,6.0,4,5,7.0,5.0,1.0
10638864,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,6.0,Medium,High,7.0,7.0,4,5,6.0,4.0,1.0
10476530,2016,10-25,Debt Funding,1 - 2 Crores,Technology,Aadhaar-based API provider,Pune,6.0,High,High,5.0,4.0,7,5,4.0,5.0,1.0
10768848,2014,10-25,Seed/Angel Funding,1 - 2 Crores,ECommerce,Online Grocery Store,Bangalore,6.0,Low,High,5.0,4.0,5,5,5.0,4.0,1.0
10017878,2015,10-25,Private Equity,2 - 5 Crores,Technology,Online Tutorial Marketplace,Bangalore,5.0,Low,High,7.0,4.0,5,6,5.0,4.0,1.0
10768762,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Fantasy Games,Mumbai,5.0,Low,High,4.0,6.0,5,8,6.0,5.0,1.0
10530461,2015,Above 25,Private Equity,5 Crore and Above,Technology,VR based Spiritual platform,Bangalore,5.0,Low,High,7.0,4.0,5,8,7.0,3.0,1.0
10762956,2016,Above 25,Private Equity,5 Crore and Above,Technology,Real time data analytics & reporting,Bangalore,6.0,Low,High,7.0,6.0,7,5,5.0,4.0,1.0
10800980,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,7.0,Medium,Medium,6.0,6.0,5,7,4.0,6.0,1.0
10521108,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,7.0,High,Medium,7.0,8.0,9,8,8.0,8.0,0.0
10663757,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Online Jewellery etailer,Bangalore,6.0,Low,Medium,5.0,5.0,7,7,8.0,5.0,0.0
10466268,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Live Online Coaching Classes,New Delhi,7.0,Medium,Medium,8.0,7.0,9,9,7.0,7.0,0.0
10053829,2014,Above 25,Private Equity,5 Crore and Above,Logistics,Online freight aggregator,Bangalore,7.0,High,High,8.0,7.0,6,9,8.0,8.0,0.0
10923899,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,6.0,Low,High,5.0,8.0,6,7,7.0,6.0,0.0
10470464,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Online Pet Store,Gurgaon,7.0,Medium,High,8.0,7.0,6,8,6.0,6.0,0.0
10559798,2014,Above 25,Private Equity,5 Crore and Above,Education,College Education Portal,New Delhi,5.0,High,High,5.0,8.0,6,9,6.0,6.0,0.0
10747480,2015,Above 25,Private Equity,5 Crore and Above,Food & Beverage,Craft Beer manufacturing company,New Delhi,6.0,High,High,8.0,5.0,6,7,9.0,8.0,0.0
10477114,2015,Above 25,Private Equity,5 Crore and Above,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,6.0,High,High,7.0,7.0,7,7,6.0,5.0,0.0
10384708,2016,Above 25,Private Equity,5 Crore and Above,Education,Child Disorder Information & Education,Bhopal,5.0,High,High,5.0,5.0,7,8,6.0,6.0,0.0
10893922,2013,Above 25,Debt Funding,5 Crore and Above,ECommerce,B2B Procurement Marketplace for Office Products,Noida,7.0,High,High,5.0,5.0,6,8,6.0,8.0,0.0
10934512,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Ride Sharing platform,Bangalore,5.0,High,High,7.0,8.0,9,7,8.0,5.0,0.0
10585826,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Cloud Mobility Solutions,Mumbai,6.0,Low,High,8.0,6.0,7,7,6.0,8.0,0.0
10731939,2014,Above 25,Angel / Seed Funding,5 Crore and Above,,,,5.0,Low,High,6.0,7.0,6,8,6.0,6.0,0.0
10620945,2014,Above 25,Seed/Angel Funding,5 Crore and Above,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,6.0,Low,High,7.0,8.0,8,7,6.0,5.0,0.0
10887422,2016,10-25,Private Equity,1 - 2 Crores,Real Estate,Branded Workspaces Aggregator,Gurgaon,5.0,Low,High,8.0,5.0,9,9,6.0,5.0,0.0
10086920,2014,Above 25,Private Equity,5 Crore and Above,Technology,"TV Search, Guide and Remote mobile app",Bangalore,6.0,Low,Low,6.0,6.0,7,9,8.0,8.0,0.0
10825854,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,5.0,Low,Medium,8.0,6.0,9,9,6.0,8.0,0.0
10958493,2012,Above 25,Private Equity,5 Crore and Above,Healthcare,Medical Tourism platform,Pune,7.0,Low,Low,5.0,5.0,8,7,9.0,5.0,0.0
10764623,2012,Above 25,,5 Crore and Above,,,,5.0,Medium,Low,6.0,5.0,8,9,9.0,6.0,0.0
10931701,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Education,Children Education & Information platform,Gurgaon,5.0,Medium,Medium,8.0,8.0,9,9,7.0,7.0,0.0
10715790,2016,Above 25,Private Equity,5 Crore and Above,Education,School Student admissions platform,New Delhi,5.0,Medium,Medium,8.0,5.0,7,9,9.0,6.0,0.0
10353524,2014,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Automobile Service Booking App,Bangalore,5.0,Medium,Low,7.0,7.0,7,9,6.0,7.0,0.0
10409887,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,7.0,Medium,Medium,8.0,7.0,8,7,9.0,8.0,0.0
10287904,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Furniture Customization platform,Bangalore,5.0,Medium,Low,5.0,8.0,8,8,7.0,6.0,0.0
10770247,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,5.0,High,Medium,7.0,6.0,7,9,9.0,5.0,0.0
10316107,2013,Above 25,Private Equity,5 Crore and Above,Healthcare,Medical Tourism platform,Pune,5.0,Low,Medium,7.0,6.0,7,7,9.0,6.0,0.0
10085276,2013,Above 25,,5 Crore and Above,,,,6.0,Low,Medium,6.0,5.0,8,7,7.0,6.0,0.0
10398019,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Education,Children Education & Information platform,Gurgaon,6.0,High,Low,8.0,7.0,7,9,8.0,5.0,0.0
10707326,2013,Above 25,Private Equity,5 Crore and Above,Education,School Student admissions platform,New Delhi,7.0,Low,Low,5.0,7.0,9,9,9.0,7.0,0.0
10934260,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Automobile Service Booking App,Bangalore,7.0,Low,Low,6.0,5.0,6,9,9.0,7.0,0.0
10811292,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,6.0,High,Low,8.0,6.0,9,9,6.0,5.0,0.0
10288361,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Furniture Customization platform,Bangalore,7.0,High,Medium,5.0,6.0,6,7,7.0,6.0,0.0
10086049,2012,Above 25,Private Equity,5 Crore and Above,Education,Mobile Based Education platform,Jaipur,6.0,High,Medium,6.0,5.0,8,7,8.0,6.0,0.0
10235128,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,5.0,Low,Low,7.0,5.0,8,7,8.0,7.0,0.0
10893944,2012,Above 25,Debt Funding,5 Crore and Above,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,5.0,Low,Medium,5.0,5.0,7,8,8.0,8.0,0.0
10322717,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,7.0,Medium,Low,5.0,8.0,9,8,7.0,6.0,0.0
10705270,2012,10-25,Private Equity,2 - 5 Crores,Education,Career Planning and Education Advisory Platform,Mumbai,7.0,Medium,Low,7.0,6.0,6,9,7.0,5.0,0.0
10815292,2015,10-25,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,6.0,Medium,Medium,6.0,7.0,9,7,8.0,5.0,0.0
10515222,2015,Above 25,Debt Funding,5 Crore and Above,ECommerce,Organic Food eTailer,Bangalore,6.0,High,Medium,6.0,6.0,6,8,8.0,6.0,0.0
10867048,2012,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Fashion Apparel Retailer,Gurgaon,5.0,Low,Low,6.0,8.0,6,8,9.0,6.0,0.0
10799548,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile app based Concierge Service,New Delhi,6.0,Low,Low,8.0,5.0,8,7,8.0,7.0,0.0
10287995,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,5.0,Low,Low,7.0,8.0,8,9,6.0,5.0,0.0
10117885,2015,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,6.0,Low,Low,5.0,6.0,8,7,7.0,7.0,0.0
10814647,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,6.0,High,Low,6.0,8.0,6,7,7.0,6.0,0.0
10925988,2015,10-25,Private Equity,2 - 5 Crores,ECommerce,ECommerce Marketplace,Gurgaon,5.0,High,Low,6.0,5.0,9,9,8.0,7.0,0.0
10979647,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,P2P Messaging Service,New Delhi,5.0,Low,Low,5.0,5.0,7,7,9.0,6.0,0.0
10288528,2016,Above 25,Private Equity,5 Crore and Above,Technology,Next Generation in-building connectivity,Bangalore,5.0,Low,Low,5.0,8.0,9,7,8.0,8.0,1.0
10682985,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Referral Platform,Mumbai,6.0,High,Low,7.0,8.0,8,8,6.0,5.0,1.0
10537031,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Auto Classifieds Portal,Mumbai,7.0,High,Low,6.0,8.0,7,7,8.0,8.0,1.0
10451571,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,5.0,Low,Low,7.0,6.0,6,7,9.0,7.0,1.0
10289594,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,inter-city cab aggregator,New Delhi,7.0,High,Low,6.0,6.0,8,7,8.0,5.0,1.0
10436923,2016,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Food Ordering Mobile App,Hyderabad,7.0,Low,Low,7.0,5.0,8,7,6.0,5.0,1.0
10907029,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Healthcare,Professional Health Services Platform,Mumbai,7.0,Medium,Low,8.0,8.0,8,9,7.0,8.0,1.0
10848854,2014,10-25,Seed/Angel Funding,1 - 2 Crores,Healthcare,Weigh Loss Coaching,Mumbai,7.0,Medium,Low,6.0,7.0,8,8,9.0,8.0,1.0
10894157,2014,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,7.0,High,Low,7.0,7.0,8,9,9.0,6.0,1.0
10176636,2016,Above 25,Angel / Seed Funding,5 Crore and Above,E-commerce,Food and Beverages,Bengaluru,6.0,High,Low,5.0,8.0,7,8,7.0,6.0,0.0
